1603209215.5165143	[(0, None, None), (1, None, None), (2, None, None), (3, None, None), (4, None, None), (5, None, None), (6, None, None), (7, None, None), (8, None, None), (9, None, None), (10, None, None), (11, None, None), (12, None, None), (13, None, None), (14, 0.7497932314872742, 0.3649640679359436), (15, None, None), (16, None, None), (17, None, None)]	1	16.30514931697494
1603209215.5539508	[(0, None, None), (1, None, None), (2, None, None), (3, None, None), (4, None, None), (5, None, None), (6, None, None), (7, None, None), (8, None, None), (9, None, None), (10, None, None), (11, None, None), (12, None, None), (13, None, None), (14, 0.7493290305137634, 0.36634281277656555), (15, None, None), (16, None, None), (17, None, None)]	2	46.687934815276556
1603209250.3015785	[(0, 0.37119027972221375, 0.5603485107421875), (1, 0.3199518024921417, 0.5994643568992615), (2, 0.3137381970882416, 0.5265669822692871), (3, 0.32631757855415344, 0.6511383652687073), (4, 0.3218313753604889, 0.48486828804016113), (5, 0.529823362827301, 0.7271065711975098), (6, 0.5344148874282837, 0.4389207363128662), (7, 0.8478106260299683, 0.7590750455856323), (8, 0.7442508339881897, 0.2732606530189514), (9, 0.9910714030265808, 0.7133035063743591), (10, None, None), (11, None, None), (12, 0.938873291015625, 0.4682740271091461), (13, None, None), (14, None, None), (15, None, None), (16, None, None), (17, 0.5279361009597778, 0.583950936794281)]	1	23.833710265822642
1603209250.3410811	[(0, 0.3741444945335388, 0.6049302220344543), (1, 0.32125261425971985, 0.6488289833068848), (2, 0.3154307007789612, 0.5656371712684631), (3, 0.33284327387809753, 0.6963531374931335), (4, 0.33208736777305603, 0.51640385389328), (5, 0.5488092303276062, 0.7686192393302917), (6, 0.550083339214325, 0.45944663882255554), (7, 0.8594711422920227, 0.7889479994773865), (8, 0.7728405594825745, 0.27033713459968567), (9, 0.9910715222358704, 0.7419611811637878), (10, 0.9805113077163696, 0.27625522017478943), (11, None, None), (12, None, None), (13, None, None), (14, None, None), (15, None, None), (16, None, None), (17, 0.5458008646965027, 0.6127694845199585)]	2	40.58349298500242
1603209250.3819363	[(0, 0.37023040652275085, 0.6054080724716187), (1, 0.3184897005558014, 0.6489668488502502), (2, 0.311960905790329, 0.5661130547523499), (3, 0.33402469754219055, 0.6957096457481384), (4, 0.3302900493144989, 0.5170725584030151), (5, 0.5481643676757812, 0.7688833475112915), (6, 0.5474427342414856, 0.46103331446647644), (7, 0.8592396974563599, 0.7885221242904663), (8, 0.7650911211967468, 0.27391189336776733), (9, 0.9910714030265808, 0.7416788339614868), (10, 0.9802088141441345, 0.2770952582359314), (11, None, None), (12, None, None), (13, None, None), (14, None, None), (15, None, None), (16, None, None), (17, 0.5440758466720581, 0.6133660674095154)]	3	36.15810481124837
1603209250.4137168	[(0, 0.3692672848701477, 0.6047782301902771), (1, 0.31732311844825745, 0.6483334302902222), (2, 0.3113112151622772, 0.5656983256340027), (3, 0.33278653025627136, 0.6957176327705383), (4, 0.3308431804180145, 0.5168688893318176), (5, 0.5492090582847595, 0.7685639262199402), (6, 0.5491152405738831, 0.46066969633102417), (7, 0.8518616557121277, 0.7884439826011658), (8, 0.7708582878112793, 0.27228039503097534), (9, 0.9910714030265808, 0.7421149611473083), (10, 0.9803565740585327, 0.2768901288509369), (11, None, None), (12, None, None), (13, None, None), (14, None, None), (15, None, None), (16, None, None), (17, 0.5457192063331604, 0.6133566498756409)]	4	49.01032951624211
1603209250.441947	[(0, 0.41966912150382996, 0.5942065119743347), (1, 0.36634892225265503, 0.6368559002876282), (2, 0.3600461184978485, 0.554943859577179), (3, 0.34788745641708374, 0.6850541830062866), (4, 0.3407924771308899, 0.5064000487327576), (5, 0.5491097569465637, 0.760571300983429), (6, 0.557476818561554, 0.4441084563732147), (7, 0.8591967821121216, 0.7874097228050232), (8, 0.7726959586143494, 0.2650662362575531), (9, 0.9910715222358704, 0.7414249777793884), (10, 0.9804747700691223, 0.27161741256713867), (11, None, None), (12, None, None), (13, None, None), (14, None, None), (15, None, None), (16, None, None), (17, 0.5495002865791321, 0.6043567061424255)]	5	55.901692656270825
1603209250.4724102	[(0, 0.4196074306964874, 0.5942944288253784), (1, 0.36685076355934143, 0.6373443603515625), (2, 0.35967522859573364, 0.554966390132904), (3, 0.3508351147174835, 0.6843332052230835), (4, 0.3416525721549988, 0.5057491064071655), (5, 0.5496841073036194, 0.7601571083068848), (6, 0.5564982891082764, 0.4449191987514496), (7, 0.8506046533584595, 0.7870252728462219), (8, 0.7734795212745667, 0.2657822072505951), (9, 0.9910715222358704, 0.7414574027061462), (10, 0.9801821112632751, 0.2726324498653412), (11, None, None), (12, None, None), (13, None, None), (14, None, None), (15, None, None), (16, None, None), (17, 0.5498902201652527, 0.6044363379478455)]	6	55.239088634268406
1603209250.5026927	[(0, 0.42081397771835327, 0.594732940196991), (1, 0.36791905760765076, 0.6377742886543274), (2, 0.36072462797164917, 0.55559241771698), (3, 0.3505125641822815, 0.6845589876174927), (4, 0.34258851408958435, 0.5059494376182556), (5, 0.5491352677345276, 0.7603884339332581), (6, 0.557640016078949, 0.44384169578552246), (7, 0.8507675528526306, 0.7876002192497253), (8, 0.7726157903671265, 0.2653105854988098), (9, 0.9910714030265808, 0.7418237328529358), (10, 0.9801909327507019, 0.27327704429626465), (11, None, None), (12, None, None), (13, None, None), (14, None, None), (15, None, None), (16, None, None), (17, 0.5504088997840881, 0.6034589409828186)]	7	56.10958904109589
1603209250.5304859	[(0, 0.42121607065200806, 0.5957163572311401), (1, 0.36832547187805176, 0.638420581817627), (2, 0.36090555787086487, 0.5561755895614624), (3, 0.3499910831451416, 0.6848311424255371), (4, 0.34132328629493713, 0.50616455078125), (5, 0.5497038960456848, 0.7601667642593384), (6, 0.5561808347702026, 0.44468411803245544), (7, 0.8492279648780823, 0.7878193259239197), (8, 0.7731752991676331, 0.2669743299484253), (9, 0.9910715222358704, 0.7424345016479492), (10, 0.9798865914344788, 0.2733316719532013), (11, None, None), (12, None, None), (13, None, None), (14, None, None), (15, None, None), (16, None, None), (17, 0.5494166016578674, 0.6042286157608032)]	8	57.04673303955171
